"order_number","customer_key","product_key","order_date","shipping_date","due_date","sales","quantity","price"
"SO62633",2141,274,"2013-07-23","2013-07-30","2013-08-04",70,1,70
"SO62634",3017,287,"2013-07-23","2013-07-30","2013-08-04",33,1,33
"SO62634",3017,235,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62635",3035,248,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62636",3073,248,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62637",4021,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62638",10670,136,"2013-07-23","2013-07-30","2013-08-04",1701,1,1701
"SO62639",3966,110,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62639",3966,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62639",3966,282,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62639",3966,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62640",14493,137,"2013-07-23","2013-07-30","2013-08-04",1701,1,1701
"SO62640",14493,286,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62640",14493,290,"2013-07-23","2013-07-30","2013-08-04",4,1,4
"SO62640",14493,244,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62641",4929,125,"2013-07-23","2013-07-30","2013-08-04",2320,1,2320
"SO62641",4929,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62641",4929,104,"2013-07-23","2013-07-30","2013-08-04",10,1,10
"SO62641",4929,233,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62642",4692,123,"2013-07-23","2013-07-30","2013-08-04",2320,1,2320
"SO62642",4692,104,"2013-07-23","2013-07-30","2013-08-04",10,1,10
"SO62642",4692,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62642",4692,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62642",4692,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62643",1986,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62644",17985,286,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62644",17985,290,"2013-07-23","2013-07-30","2013-08-04",4,1,4
"SO62645",17060,291,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62645",17060,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62645",17060,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62645",17060,292,"2013-07-23","2013-07-30","2013-08-04",64,1,64
"SO62646",17578,291,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62646",17578,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62647",13291,287,"2013-07-23","2013-07-30","2013-08-04",33,1,33
"SO62648",11270,283,"2013-07-23","2013-07-30","2013-08-04",30,1,30
"SO62648",11270,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62648",11270,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62648",11270,235,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62649",17641,274,"2013-07-23","2013-07-30","2013-08-04",70,1,70
"SO62650",6531,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62650",6531,248,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62650",6531,234,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62651",4509,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62651",4509,244,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62652",12285,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62652",12285,245,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62653",6195,174,"2013-07-23","2013-07-30","2013-08-04",22,1,22
"SO62653",6195,104,"2013-07-23","2013-07-30","2013-08-04",10,1,10
"SO62653",6195,247,"2013-07-23","2013-07-30","2013-08-04",55,1,55
"SO62653",6195,233,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62654",4091,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62654",4091,281,"2013-07-23","2013-07-30","2013-08-04",159,1,159
"SO62655",9805,286,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62656",10080,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62656",10080,283,"2013-07-23","2013-07-30","2013-08-04",30,1,30
"SO62656",10080,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62657",6708,282,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62657",6708,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62657",6708,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62658",8515,283,"2013-07-23","2013-07-30","2013-08-04",30,1,30
"SO62658",8515,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62658",8515,245,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62658",8515,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62659",20,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62659",20,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62660",1137,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62660",1137,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62660",1137,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62660",1137,233,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62661",2921,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62661",2921,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62661",2921,168,"2013-07-23","2013-07-30","2013-08-04",8,1,8
"SO62662",5951,174,"2013-07-23","2013-07-30","2013-08-04",22,1,22
"SO62662",5951,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62662",5951,104,"2013-07-23","2013-07-30","2013-08-04",10,1,10
"SO62662",5951,248,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62663",3511,121,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62663",3511,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62663",3511,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62663",3511,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62664",3586,120,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62664",3586,174,"2013-07-23","2013-07-30","2013-08-04",22,1,22
"SO62665",1903,123,"2013-07-23","2013-07-30","2013-08-04",2320,1,2320
"SO62665",1903,104,"2013-07-23","2013-07-30","2013-08-04",10,1,10
"SO62666",3449,122,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62666",3449,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62666",3449,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62666",3449,245,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62667",3422,123,"2013-07-23","2013-07-30","2013-08-04",2320,1,2320
"SO62667",3422,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62667",3422,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62667",3422,280,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62668",345,162,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62668",345,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62668",345,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62668",345,235,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62669",6192,165,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62670",9265,135,"2013-07-23","2013-07-30","2013-08-04",1701,1,1701
"SO62670",9265,276,"2013-07-23","2013-07-30","2013-08-04",54,1,54
"SO62671",9445,142,"2013-07-23","2013-07-30","2013-08-04",2443,1,2443
"SO62671",9445,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62671",9445,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62671",9445,250,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62672",9446,143,"2013-07-23","2013-07-30","2013-08-04",2443,1,2443
"SO62672",9446,287,"2013-07-23","2013-07-30","2013-08-04",33,1,33
"SO62672",9446,235,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62673",6353,142,"2013-07-23","2013-07-30","2013-08-04",2443,1,2443
"SO62674",9611,141,"2013-07-23","2013-07-30","2013-08-04",2443,1,2443
"SO62675",14215,130,"2013-07-23","2013-07-30","2013-08-04",1120,1,1120
"SO62675",14215,286,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62675",14215,290,"2013-07-23","2013-07-30","2013-08-04",4,1,4
"SO62676",2115,122,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62676",2115,174,"2013-07-23","2013-07-30","2013-08-04",22,1,22
"SO62676",2115,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62677",2634,120,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62677",2634,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62677",2634,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62677",2634,245,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62678",2140,121,"2013-07-23","2013-07-30","2013-08-04",2295,1,2295
"SO62678",2140,289,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62678",2140,284,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62678",2140,247,"2013-07-23","2013-07-30","2013-08-04",55,1,55
"SO62679",14437,157,"2013-07-23","2013-07-30","2013-08-04",1215,1,1215
"SO62679",14437,288,"2013-07-23","2013-07-30","2013-08-04",29,1,29
"SO62680",18169,144,"2013-07-23","2013-07-30","2013-08-04",742,1,742
"SO62680",18169,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62680",18169,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62680",18169,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62681",13686,160,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62681",13686,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62682",15058,164,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62682",15058,291,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62682",15058,288,"2013-07-23","2013-07-30","2013-08-04",29,1,29
"SO62682",15058,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62682",15058,248,"2013-07-23","2013-07-30","2013-08-04",50,1,50
"SO62682",15058,234,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62683",1155,162,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62683",1155,245,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62684",11865,126,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62684",11865,285,"2013-07-23","2013-07-30","2013-08-04",21,1,21
"SO62684",11865,259,"2013-07-23","2013-07-30","2013-08-04",2,1,2
"SO62684",11865,168,"2013-07-23","2013-07-30","2013-08-04",8,1,8
"SO62685",5874,129,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62685",5874,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62685",5874,233,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62685",5874,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62686",9402,134,"2013-07-23","2013-07-30","2013-08-04",1120,1,1120
"SO62686",9402,286,"2013-07-23","2013-07-30","2013-08-04",25,1,25
"SO62686",9402,290,"2013-07-23","2013-07-30","2013-08-04",4,1,4
"SO62686",9402,244,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62687",6562,136,"2013-07-23","2013-07-30","2013-08-04",1701,1,1701
"SO62687",6562,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62688",13055,133,"2013-07-23","2013-07-30","2013-08-04",1120,1,1120
"SO62688",13055,275,"2013-07-23","2013-07-30","2013-08-04",54,1,54
"SO62689",15993,126,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62689",15993,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62689",15993,166,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62690",11472,126,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62690",11472,285,"2013-07-23","2013-07-30","2013-08-04",21,1,21
"SO62691",899,159,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62692",3349,119,"2013-07-23","2013-07-30","2013-08-04",769,1,769
"SO62692",3349,273,"2013-07-23","2013-07-30","2013-08-04",70,1,70
"SO62692",3349,233,"2013-07-23","2013-07-30","2013-08-04",24,1,24
"SO62692",3349,276,"2013-07-23","2013-07-30","2013-08-04",54,1,54
"SO62693",894,160,"2013-07-23","2013-07-30","2013-08-04",2384,1,2384
"SO62693",894,279,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62693",894,246,"2013-07-23","2013-07-30","2013-08-04",35,1,35
"SO62694",12326,129,"2013-07-23","2013-07-30","2013-08-04",540,1,540
"SO62694",12326,105,"2013-07-23","2013-07-30","2013-08-04",9,1,9
"SO62694",12326,295,"2013-07-23","2013-07-30","2013-08-04",5,1,5
"SO62695",772,245,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62695",772,234,"2013-07-24","2013-07-31","2013-08-05",24,1,24
"SO62696",2045,282,"2013-07-24","2013-07-31","2013-08-05",25,1,25
"SO62697",8105,174,"2013-07-24","2013-07-31","2013-08-05",22,1,22
"SO62697",8105,279,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62698",18339,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62698",18339,245,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62699",12346,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62700",115,104,"2013-07-24","2013-07-31","2013-08-05",10,1,10
"SO62700",115,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62700",115,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62701",6890,112,"2013-07-24","2013-07-31","2013-08-05",565,1,565
"SO62701",6890,244,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62702",2406,142,"2013-07-24","2013-07-31","2013-08-05",2443,1,2443
"SO62702",2406,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62702",2406,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62703",4694,122,"2013-07-24","2013-07-31","2013-08-05",2295,1,2295
"SO62704",721,277,"2013-07-24","2013-07-31","2013-08-05",54,1,54
"SO62705",158,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62705",158,259,"2013-07-24","2013-07-31","2013-08-05",2,1,2
"SO62706",18201,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62706",18201,259,"2013-07-24","2013-07-31","2013-08-05",2,1,2
"SO62707",17009,291,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62707",17009,259,"2013-07-24","2013-07-31","2013-08-05",2,1,2
"SO62708",14932,282,"2013-07-24","2013-07-31","2013-08-05",25,1,25
"SO62708",14932,259,"2013-07-24","2013-07-31","2013-08-05",2,1,2
"SO62709",16431,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62709",16431,285,"2013-07-24","2013-07-31","2013-08-05",21,1,21
"SO62709",16431,168,"2013-07-24","2013-07-31","2013-08-05",8,1,8
"SO62710",501,283,"2013-07-24","2013-07-31","2013-08-05",30,1,30
"SO62711",10805,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62711",10805,104,"2013-07-24","2013-07-31","2013-08-05",10,1,10
"SO62712",11862,283,"2013-07-24","2013-07-31","2013-08-05",30,1,30
"SO62712",11862,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62712",11862,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62713",8889,272,"2013-07-24","2013-07-31","2013-08-05",70,1,70
"SO62713",8889,249,"2013-07-24","2013-07-31","2013-08-05",50,1,50
"SO62714",9108,272,"2013-07-24","2013-07-31","2013-08-05",70,1,70
"SO62715",2424,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62715",2424,168,"2013-07-24","2013-07-31","2013-08-05",8,1,8
"SO62716",7664,166,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62716",7664,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62717",18268,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62718",5653,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62718",5653,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62718",5653,279,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62719",3564,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62719",3564,245,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62720",2875,174,"2013-07-24","2013-07-31","2013-08-05",22,1,22
"SO62720",2875,247,"2013-07-24","2013-07-31","2013-08-05",55,1,55
"SO62721",2382,174,"2013-07-24","2013-07-31","2013-08-05",22,1,22
"SO62721",2382,248,"2013-07-24","2013-07-31","2013-08-05",50,1,50
"SO62722",9725,286,"2013-07-24","2013-07-31","2013-08-05",25,1,25
"SO62723",6992,282,"2013-07-24","2013-07-31","2013-08-05",25,1,25
"SO62723",6992,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62723",6992,244,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62723",6992,166,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62724",17723,274,"2013-07-24","2013-07-31","2013-08-05",70,1,70
"SO62724",17723,251,"2013-07-24","2013-07-31","2013-08-05",50,1,50
"SO62725",12627,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62725",12627,244,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62726",16823,285,"2013-07-24","2013-07-31","2013-08-05",21,1,21
"SO62726",16823,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62726",16823,280,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62727",10848,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62727",10848,286,"2013-07-24","2013-07-31","2013-08-05",25,1,25
"SO62727",10848,281,"2013-07-24","2013-07-31","2013-08-05",159,1,159
"SO62728",16786,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62728",16786,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62729",13129,290,"2013-07-24","2013-07-31","2013-08-05",4,1,4
"SO62729",13129,247,"2013-07-24","2013-07-31","2013-08-05",55,1,55
"SO62729",13129,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62730",15894,291,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62730",15894,247,"2013-07-24","2013-07-31","2013-08-05",55,1,55
"SO62731",659,284,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62731",659,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62731",659,280,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62732",643,284,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62732",643,289,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62732",643,244,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62733",1516,166,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62734",1747,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62734",1747,104,"2013-07-24","2013-07-31","2013-08-05",10,1,10
"SO62734",1747,276,"2013-07-24","2013-07-31","2013-08-05",54,1,54
"SO62735",3454,123,"2013-07-24","2013-07-31","2013-08-05",2320,1,2320
"SO62735",3454,174,"2013-07-24","2013-07-31","2013-08-05",22,1,22
"SO62735",3454,248,"2013-07-24","2013-07-31","2013-08-05",50,1,50
"SO62735",3454,280,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62736",3474,120,"2013-07-24","2013-07-31","2013-08-05",2295,1,2295
"SO62736",3474,247,"2013-07-24","2013-07-31","2013-08-05",55,1,55
"SO62736",3474,292,"2013-07-24","2013-07-31","2013-08-05",64,1,64
"SO62737",344,160,"2013-07-24","2013-07-31","2013-08-05",2384,1,2384
"SO62737",344,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62737",344,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62737",344,166,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62737",344,245,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62738",9250,137,"2013-07-24","2013-07-31","2013-08-05",1701,1,1701
"SO62738",9250,275,"2013-07-24","2013-07-31","2013-08-05",54,1,54
"SO62739",31,124,"2013-07-24","2013-07-31","2013-08-05",2320,1,2320
"SO62740",2344,165,"2013-07-24","2013-07-31","2013-08-05",2384,1,2384
"SO62740",2344,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62740",2344,168,"2013-07-24","2013-07-31","2013-08-05",8,1,8
"SO62741",14925,164,"2013-07-24","2013-07-31","2013-08-05",2384,1,2384
"SO62741",14925,245,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62742",14977,162,"2013-07-24","2013-07-31","2013-08-05",2384,1,2384
"SO62743",11872,128,"2013-07-24","2013-07-31","2013-08-05",540,1,540
"SO62743",11872,285,"2013-07-24","2013-07-31","2013-08-05",21,1,21
"SO62744",11299,128,"2013-07-24","2013-07-31","2013-08-05",540,1,540
"SO62744",11299,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62744",11299,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62744",11299,234,"2013-07-24","2013-07-31","2013-08-05",24,1,24
"SO62745",5221,126,"2013-07-24","2013-07-31","2013-08-05",540,1,540
"SO62745",5221,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62745",5221,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62745",5221,166,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62746",8885,130,"2013-07-24","2013-07-31","2013-08-05",1120,1,1120
"SO62746",8885,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62746",8885,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62746",8885,275,"2013-07-24","2013-07-31","2013-08-05",54,1,54
"SO62747",9062,132,"2013-07-24","2013-07-31","2013-08-05",1120,1,1120
"SO62747",9062,277,"2013-07-24","2013-07-31","2013-08-05",54,1,54
"SO62748",15893,127,"2013-07-24","2013-07-31","2013-08-05",540,1,540
"SO62748",15893,105,"2013-07-24","2013-07-31","2013-08-05",9,1,9
"SO62748",15893,295,"2013-07-24","2013-07-31","2013-08-05",5,1,5
"SO62749",18082,149,"2013-07-24","2013-07-31","2013-08-05",742,1,742
"SO62750",98,163,"2013-07-24","2013-07-31","2013-08-05",2384,1,2384
"SO62750",98,246,"2013-07-24","2013-07-31","2013-08-05",35,1,35
"SO62751",933,246,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62751",933,166,"2013-07-25","2013-08-01","2013-08-06",9,1,9
"SO62751",933,248,"2013-07-25","2013-08-01","2013-08-06",50,1,50
"SO62752",4242,286,"2013-07-25","2013-08-01","2013-08-06",25,1,25
"SO62752",4242,290,"2013-07-25","2013-08-01","2013-08-06",4,1,4
"SO62753",3009,290,"2013-07-25","2013-08-01","2013-08-06",4,1,4
"SO62753",3009,286,"2013-07-25","2013-08-01","2013-08-06",25,1,25
"SO62754",5633,283,"2013-07-25","2013-08-01","2013-08-06",30,1,30
"SO62755",7706,174,"2013-07-25","2013-08-01","2013-08-06",22,1,22
"SO62755",7706,245,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62756",5710,174,"2013-07-25","2013-08-01","2013-08-06",22,1,22
"SO62756",5710,275,"2013-07-25","2013-08-01","2013-08-06",54,1,54
"SO62757",11857,295,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62758",3232,166,"2013-07-25","2013-08-01","2013-08-06",9,1,9
"SO62758",3232,250,"2013-07-25","2013-08-01","2013-08-06",50,1,50
"SO62759",459,168,"2013-07-25","2013-08-01","2013-08-06",8,1,8
"SO62760",7300,259,"2013-07-25","2013-08-01","2013-08-06",2,1,2
"SO62761",10061,138,"2013-07-25","2013-08-01","2013-08-06",1701,1,1701
"SO62761",10061,234,"2013-07-25","2013-08-01","2013-08-06",24,1,24
"SO62762",6828,138,"2013-07-25","2013-08-01","2013-08-06",1701,1,1701
"SO62762",6828,277,"2013-07-25","2013-08-01","2013-08-06",54,1,54
"SO62763",6831,138,"2013-07-25","2013-08-01","2013-08-06",1701,1,1701
"SO62763",6831,249,"2013-07-25","2013-08-01","2013-08-06",50,1,50
"SO62764",6929,137,"2013-07-25","2013-08-01","2013-08-06",1701,1,1701
"SO62764",6929,245,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62765",13866,143,"2013-07-25","2013-08-01","2013-08-06",2443,1,2443
"SO62765",13866,246,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62766",3142,116,"2013-07-25","2013-08-01","2013-08-06",769,1,769
"SO62766",3142,283,"2013-07-25","2013-08-01","2013-08-06",30,1,30
"SO62766",3142,289,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62766",3142,245,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62767",1874,124,"2013-07-25","2013-08-01","2013-08-06",2320,1,2320
"SO62767",1874,244,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62768",1379,120,"2013-07-25","2013-08-01","2013-08-06",2295,1,2295
"SO62769",1861,121,"2013-07-25","2013-08-01","2013-08-06",2295,1,2295
"SO62769",1861,260,"2013-07-25","2013-08-01","2013-08-06",120,1,120
"SO62770",175,290,"2013-07-25","2013-08-01","2013-08-06",4,1,4
"SO62770",175,259,"2013-07-25","2013-08-01","2013-08-06",2,1,2
"SO62771",18350,290,"2013-07-25","2013-08-01","2013-08-06",4,1,4
"SO62771",18350,245,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62772",18000,291,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62773",16036,291,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62773",16036,259,"2013-07-25","2013-08-01","2013-08-06",2,1,2
"SO62774",15801,288,"2013-07-25","2013-08-01","2013-08-06",29,1,29
"SO62774",15801,291,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62774",15801,245,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62775",332,282,"2013-07-25","2013-08-01","2013-08-06",25,1,25
"SO62775",332,259,"2013-07-25","2013-08-01","2013-08-06",2,1,2
"SO62775",332,168,"2013-07-25","2013-08-01","2013-08-06",8,1,8
"SO62776",15049,282,"2013-07-25","2013-08-01","2013-08-06",25,1,25
"SO62776",15049,289,"2013-07-25","2013-08-01","2013-08-06",5,1,5
"SO62776",15049,259,"2013-07-25","2013-08-01","2013-08-06",2,1,2
"SO62776",15049,281,"2013-07-25","2013-08-01","2013-08-06",159,1,159
"SO62777",13767,287,"2013-07-25","2013-08-01","2013-08-06",33,1,33
"SO62777",13767,290,"2013-07-25","2013-08-01","2013-08-06",4,1,4
"SO62777",13767,244,"2013-07-25","2013-08-01","2013-08-06",35,1,35
"SO62778",224,282,"2013-07-25","2013-08-01","2013-08-06",25,1,25
"SO62778",224,233,"2013-07-25","2013-08-01","2013-08-06",24,1,24
"SO62779",13746,282,"2013-07-25","2013-08-01","2013-08-06",25,1,25
